county,ward,office,district,total votes,party,candidate,votes
Florence,Town Of Aurora Wards  1-3,State Senate,12,252,REP,Kim Simac,145
Florence,Town Of Aurora Wards  1-3,State Senate,12,252,DEM,Jim Holperin,107
Florence,Town Of Aurora Wards  1-3,State Senate,12,252,,Scattering,0
Florence,Town Of Commonwealth Wards 1-3,State Senate,12,109,REP,Kim Simac,59
Florence,Town Of Commonwealth Wards 1-3,State Senate,12,109,DEM,Jim Holperin,50
Florence,Town Of Commonwealth Wards 1-3,State Senate,12,109,,Scattering,0
Florence,Town Of Fence Ward 1,State Senate,12,56,REP,Kim Simac,39
Florence,Town Of Fence Ward 1,State Senate,12,56,DEM,Jim Holperin,17
Florence,Town Of Fence Ward 1,State Senate,12,56,,Scattering,0
Florence,Town Of Fern Ward 1,State Senate,12,74,REP,Kim Simac,43
Florence,Town Of Fern Ward 1,State Senate,12,74,DEM,Jim Holperin,31
Florence,Town Of Fern Ward 1,State Senate,12,74,,Scattering,0
Florence,Town Of Florence Wards 1-7,State Senate,12,600,REP,Kim Simac,324
Florence,Town Of Florence Wards 1-7,State Senate,12,600,DEM,Jim Holperin,274
Florence,Town Of Florence Wards 1-7,State Senate,12,600,,Scattering,2
Florence,Town Of Homestead Ward 1,State Senate,12,112,REP,Kim Simac,62
Florence,Town Of Homestead Ward 1,State Senate,12,112,DEM,Jim Holperin,50
Florence,Town Of Homestead Ward 1,State Senate,12,112,,Scattering,0
Florence,Town Of Long Lake Ward 1,State Senate,12,71,REP,Kim Simac,40
Florence,Town Of Long Lake Ward 1,State Senate,12,71,DEM,Jim Holperin,31
Florence,Town Of Long Lake Ward 1,State Senate,12,71,,Scattering,0
Florence,Town Of Tipler Ward 1,State Senate,12,43,REP,Kim Simac,32
Florence,Town Of Tipler Ward 1,State Senate,12,43,DEM,Jim Holperin,11
Florence,Town Of Tipler Ward 1,State Senate,12,43,,Scattering,0
Forest,Town Of Alvin Wards 1 & 2,State Senate,12,73,REP,Kim Simac,32
Forest,Town Of Alvin Wards 1 & 2,State Senate,12,73,DEM,Jim Holperin,41
Forest,Town Of Alvin Wards 1 & 2,State Senate,12,73,,Scattering,0
Forest,Town Of Argonne Wards 1 & 2,State Senate,12,182,REP,Kim Simac,52
Forest,Town Of Argonne Wards 1 & 2,State Senate,12,182,DEM,Jim Holperin,130
Forest,Town Of Argonne Wards 1 & 2,State Senate,12,182,,Scattering,0
