county,ward,office,district,total votes,party,candidate,votes
Dane,Town Of Blooming Grove Wards 1 - 3,State Assembly,48,3,REP,Scattering,3
Dane,Town Of Dunn Wards 2-6,State Assembly,48,7,REP,Scattering,7
Dane,Village Of Mcfarland Wards1-7,State Assembly,48,14,REP,Scattering,14
Dane,City Of Madison Ward 1,State Assembly,48,2,REP,Scattering,2
Dane,City Of Madison Ward 2,State Assembly,48,3,REP,Scattering,3
Dane,City Of Madison Ward 3,State Assembly,48,1,REP,Scattering,1
Dane,City Of Madison Ward 4,State Assembly,48,2,REP,Scattering,2
Dane,City Of Madison Ward 5,State Assembly,48,6,REP,Scattering,6
Dane,City Of Madison Ward 6,State Assembly,48,3,REP,Scattering,3
Dane,City Of Madison Ward 7,State Assembly,48,2,REP,Scattering,2
Dane,City Of Madison Ward 8,State Assembly,48,0,REP,Scattering,0
Dane,City Of Madison Ward 10,State Assembly,48,1,REP,Scattering,1
Dane,City Of Madison Ward 11,State Assembly,48,4,REP,Scattering,4
Dane,City Of Madison Ward 12,State Assembly,48,1,REP,Scattering,1
Dane,City Of Madison Ward 13,State Assembly,48,0,REP,Scattering,0
Dane,City Of Madison Ward 33,State Assembly,48,2,REP,Scattering,2
Dane,City Of Madison Ward 55,State Assembly,48,0,REP,Scattering,0
Dane,City Of Madison Ward 56,State Assembly,48,0,REP,Scattering,0
Dane,City Of Madison Ward 131,State Assembly,48,0,REP,Scattering,0
Dane,City Of Monona Wards 1 - 5,State Assembly,48,3,REP,Scattering,3
Dane,City Of Monona Wards 6 - 10,State Assembly,48,8,REP,Scattering,8
Dane,Town Of Blooming Grove Wards 1 - 3,State Assembly,48,242,DEM,Vicky Selkowe,43
Dane,Town Of Blooming Grove Wards 1 - 3,State Assembly,48,242,DEM,Bethany Ordaz,28
Dane,Town Of Blooming Grove Wards 1 - 3,State Assembly,48,242,DEM,Chris Taylor,66
Dane,Town Of Blooming Grove Wards 1 - 3,State Assembly,48,242,DEM,Fred Arnold,31
Dane,Town Of Blooming Grove Wards 1 - 3,State Assembly,48,242,DEM,Andy Heidt,37
Dane,Town Of Blooming Grove Wards 1 - 3,State Assembly,48,242,DEM,Dave De Felice,36
Dane,Town Of Blooming Grove Wards 1 - 3,State Assembly,48,242,DEM,Scattering,1
Dane,Town Of Dunn Wards 2-6,State Assembly,48,432,DEM,Vicky Selkowe,109
Dane,Town Of Dunn Wards 2-6,State Assembly,48,432,DEM,Bethany Ordaz,54
Dane,Town Of Dunn Wards 2-6,State Assembly,48,432,DEM,Chris Taylor,152
Dane,Town Of Dunn Wards 2-6,State Assembly,48,432,DEM,Fred Arnold,52
Dane,Town Of Dunn Wards 2-6,State Assembly,48,432,DEM,Andy Heidt,37
Dane,Town Of Dunn Wards 2-6,State Assembly,48,432,DEM,Dave De Felice,28
Dane,Town Of Dunn Wards 2-6,State Assembly,48,432,DEM,Scattering,0
Dane,Village Of Mcfarland Wards1-7,State Assembly,48,1007,DEM,Vicky Selkowe,264
Dane,Village Of Mcfarland Wards1-7,State Assembly,48,1007,DEM,Bethany Ordaz,160
Dane,Village Of Mcfarland Wards1-7,State Assembly,48,1007,DEM,Chris Taylor,285
Dane,Village Of Mcfarland Wards1-7,State Assembly,48,1007,DEM,Fred Arnold,136
Dane,Village Of Mcfarland Wards1-7,State Assembly,48,1007,DEM,Andy Heidt,101
Dane,Village Of Mcfarland Wards1-7,State Assembly,48,1007,DEM,Dave De Felice,61
Dane,Village Of Mcfarland Wards1-7,State Assembly,48,1007,DEM,Scattering,0
Dane,City Of Madison Ward 1,State Assembly,48,632,DEM,Vicky Selkowe,93
Dane,City Of Madison Ward 1,State Assembly,48,632,DEM,Bethany Ordaz,69
Dane,City Of Madison Ward 1,State Assembly,48,632,DEM,Chris Taylor,250
Dane,City Of Madison Ward 1,State Assembly,48,632,DEM,Fred Arnold,77
Dane,City Of Madison Ward 1,State Assembly,48,632,DEM,Andy Heidt,76
Dane,City Of Madison Ward 1,State Assembly,48,632,DEM,Dave De Felice,67
