county,ward,office,district,total votes,party,candidate,votes
Brown,Town Of Eaton Wards 1-2,State Senate,1,206,REP,André M. Jacque,99
Brown,Town Of Eaton Wards 1-2,State Senate,1,206,DEM,Caleb Frostman,107
Brown,Town Of Eaton Wards 1-2,State Senate,1,206,,Scattering,0
Brown,Town Of Green Bay Wards 1-3,State Senate,1,360,REP,André M. Jacque,195
Brown,Town Of Green Bay Wards 1-3,State Senate,1,360,DEM,Caleb Frostman,165
Brown,Town Of Green Bay Wards 1-3,State Senate,1,360,,Scattering,0
Brown,Town Of Holland Wards 1-2,State Senate,1,194,REP,André M. Jacque,109
Brown,Town Of Holland Wards 1-2,State Senate,1,194,DEM,Caleb Frostman,85
Brown,Town Of Holland Wards 1-2,State Senate,1,194,,Scattering,0
Brown,Town Of Humboldt Wards 1-2,State Senate,1,193,REP,André M. Jacque,122
Brown,Town Of Humboldt Wards 1-2,State Senate,1,193,DEM,Caleb Frostman,70
Brown,Town Of Humboldt Wards 1-2,State Senate,1,193,,Scattering,1
Brown,Town Of Lawrence Wards 1-6,State Senate,1,794,REP,André M. Jacque,486
Brown,Town Of Lawrence Wards 1-6,State Senate,1,794,DEM,Caleb Frostman,308
Brown,Town Of Lawrence Wards 1-6,State Senate,1,794,,Scattering,0
Brown,Town Of Ledgeview Wards 4-7,State Senate,1,574,REP,André M. Jacque,296
Brown,Town Of Ledgeview Wards 4-7,State Senate,1,574,DEM,Caleb Frostman,277
Brown,Town Of Ledgeview Wards 4-7,State Senate,1,574,,Scattering,1
Brown,Town Of Morrison Wards 1-2,State Senate,1,277,REP,André M. Jacque,204
Brown,Town Of Morrison Wards 1-2,State Senate,1,277,DEM,Caleb Frostman,73
Brown,Town Of Morrison Wards 1-2,State Senate,1,277,,Scattering,0
Brown,Town Of New Denmark Wards 1-3,State Senate,1,280,REP,André M. Jacque,162
Brown,Town Of New Denmark Wards 1-3,State Senate,1,280,DEM,Caleb Frostman,118
Brown,Town Of New Denmark Wards 1-3,State Senate,1,280,,Scattering,0
Brown,Town Of Rockland Wards 1-3,State Senate,1,351,REP,André M. Jacque,214
Brown,Town Of Rockland Wards 1-3,State Senate,1,351,DEM,Caleb Frostman,136
Brown,Town Of Rockland Wards 1-3,State Senate,1,351,,Scattering,1
Brown,Town Of Scott Wards 1-4,State Senate,1,653,REP,André M. Jacque,276
Brown,Town Of Scott Wards 1-4,State Senate,1,653,DEM,Caleb Frostman,375
Brown,Town Of Scott Wards 1-4,State Senate,1,653,,Scattering,2
Brown,Town Of Wrightstown Wards 1-3,State Senate,1,359,REP,André M. Jacque,242
Brown,Town Of Wrightstown Wards 1-3,State Senate,1,359,DEM,Caleb Frostman,116
Brown,Town Of Wrightstown Wards 1-3,State Senate,1,359,,Scattering,1
Brown,Village Of Denmark Wards 1-4,State Senate,1,319,REP,André M. Jacque,196
Brown,Village Of Denmark Wards 1-4,State Senate,1,319,DEM,Caleb Frostman,122
Brown,Village Of Denmark Wards 1-4,State Senate,1,319,,Scattering,1
Brown,Village Of Hobart Ward 9,State Senate,1,0,REP,André M. Jacque,0
Brown,Village Of Hobart Ward 9,State Senate,1,0,DEM,Caleb Frostman,0
Brown,Village Of Hobart Ward 9,State Senate,1,0,,Scattering,0
Brown,Village Of Wrightstown Wards 1-3,State Senate,1,291,REP,André M. Jacque,179
Brown,Village Of Wrightstown Wards 1-3,State Senate,1,291,DEM,Caleb Frostman,112
Brown,Village Of Wrightstown Wards 1-3,State Senate,1,291,,Scattering,0
Brown,City Of De Pere Ward 5,State Senate,1,73,REP,André M. Jacque,22
Brown,City Of De Pere Ward 5,State Senate,1,73,DEM,Caleb Frostman,51
Brown,City Of De Pere Ward 5,State Senate,1,73,,Scattering,0
Brown,"City Of De Pere Wards 9,18",State Senate,1,167,REP,André M. Jacque,82
Brown,"City Of De Pere Wards 9,18",State Senate,1,167,DEM,Caleb Frostman,85
Brown,"City Of De Pere Wards 9,18",State Senate,1,167,,Scattering,0
Brown,City Of De Pere Wards 10-12,State Senate,1,641,REP,André M. Jacque,303
Brown,City Of De Pere Wards 10-12,State Senate,1,641,DEM,Caleb Frostman,337
Brown,City Of De Pere Wards 10-12,State Senate,1,641,,Scattering,1
Brown,City Of De Pere Wards 13-15,State Senate,1,910,REP,André M. Jacque,494
Brown,City Of De Pere Wards 13-15,State Senate,1,910,DEM,Caleb Frostman,415
Brown,City Of De Pere Wards 13-15,State Senate,1,910,,Scattering,1
Brown,City Of Green Bay Ward 1,State Senate,1,6,REP,André M. Jacque,3
Brown,City Of Green Bay Ward 1,State Senate,1,6,DEM,Caleb Frostman,3
Brown,City Of Green Bay Ward 1,State Senate,1,6,,Scattering,0
Calumet,Town Of Brillion Wards 1-2,State Senate,1,185,REP,André M. Jacque,118
Calumet,Town Of Brillion Wards 1-2,State Senate,1,185,DEM,Caleb Frostman,66
Calumet,Town Of Brillion Wards 1-2,State Senate,1,185,,Scattering,1
Calumet,Town Of Stockbridge Wards 1-3,State Senate,1,223,REP,André M. Jacque,159
Calumet,Town Of Stockbridge Wards 1-3,State Senate,1,223,DEM,Caleb Frostman,64
Calumet,Town Of Stockbridge Wards 1-3,State Senate,1,223,,Scattering,0
Calumet,Town Of Woodville Ward 1,State Senate,1,123,REP,André M. Jacque,87
