county,ward,office,district,total votes,party,candidate,votes
Kenosha,Town Of Somers Wards 1-2,State Assembly,64,59,DEM,Tip McGuire,40
Kenosha,Town Of Somers Wards 1-2,State Assembly,64,59,DEM,Gina Walkington,13
Kenosha,Town Of Somers Wards 1-2,State Assembly,64,59,DEM,Spencer Zimmerman,6
Kenosha,Town Of Somers Wards 1-2,State Assembly,64,59,DEM,Scattering,0
Kenosha,"Village Of Somers Wards 5-6,9-10",State Assembly,64,268,DEM,Tip McGuire,147
Kenosha,"Village Of Somers Wards 5-6,9-10",State Assembly,64,268,DEM,Gina Walkington,110
Kenosha,"Village Of Somers Wards 5-6,9-10",State Assembly,64,268,DEM,Spencer Zimmerman,10
Kenosha,"Village Of Somers Wards 5-6,9-10",State Assembly,64,268,DEM,Scattering,1
Kenosha,Village Of Somers Wards 7-8,State Assembly,64,102,DEM,Tip McGuire,51
Kenosha,Village Of Somers Wards 7-8,State Assembly,64,102,DEM,Gina Walkington,40
Kenosha,Village Of Somers Wards 7-8,State Assembly,64,102,DEM,Spencer Zimmerman,11
Kenosha,Village Of Somers Wards 7-8,State Assembly,64,102,DEM,Scattering,0
Kenosha,Village Of Somers Wards 11-12,State Assembly,64,62,DEM,Tip McGuire,43
Kenosha,Village Of Somers Wards 11-12,State Assembly,64,62,DEM,Gina Walkington,13
Kenosha,Village Of Somers Wards 11-12,State Assembly,64,62,DEM,Spencer Zimmerman,6
Kenosha,Village Of Somers Wards 11-12,State Assembly,64,62,DEM,Scattering,0
Kenosha,City Of Kenosha Ward 1,State Assembly,64,67,DEM,Tip McGuire,38
Kenosha,City Of Kenosha Ward 1,State Assembly,64,67,DEM,Gina Walkington,25
Kenosha,City Of Kenosha Ward 1,State Assembly,64,67,DEM,Spencer Zimmerman,4
Kenosha,City Of Kenosha Ward 1,State Assembly,64,67,DEM,Scattering,0
Kenosha,City Of Kenosha Ward 2,State Assembly,64,84,DEM,Tip McGuire,51
Kenosha,City Of Kenosha Ward 2,State Assembly,64,84,DEM,Gina Walkington,30
