county,ward,office,district,total votes,party,candidate,votes
Calumet,Town Of Brothertown Ward 1-2,State Senate,20,141,DEM,Nicholas J. Stamates (Write-In),0
Calumet,Town Of Brothertown Ward 1-2,State Senate,20,141,REP,Duey Stroebel,141
Calumet,Town Of Brothertown Ward 1-2,State Senate,20,141,,Scattering,0
Calumet,"Town Of New Holstein Ward 1, 2, 3",State Senate,20,196,DEM,Nicholas J. Stamates (Write-In),0
Calumet,"Town Of New Holstein Ward 1, 2, 3",State Senate,20,196,REP,Duey Stroebel,196
Calumet,"Town Of New Holstein Ward 1, 2, 3",State Senate,20,196,,Scattering,0
Calumet,City Of New Holstein Ward 1 & 2,State Senate,20,83,DEM,Nicholas J. Stamates (Write-In),0
Calumet,City Of New Holstein Ward 1 & 2,State Senate,20,83,REP,Duey Stroebel,83
Calumet,City Of New Holstein Ward 1 & 2,State Senate,20,83,,Scattering,0
Calumet,City Of New Holstein Ward 3,State Senate,20,94,DEM,Nicholas J. Stamates (Write-In),0
Calumet,City Of New Holstein Ward 3,State Senate,20,94,REP,Duey Stroebel,94
Calumet,City Of New Holstein Ward 3,State Senate,20,94,,Scattering,0
Calumet,City Of New Holstein Ward 4,State Senate,20,98,DEM,Nicholas J. Stamates (Write-In),0
Calumet,City Of New Holstein Ward 4,State Senate,20,98,REP,Duey Stroebel,98
Calumet,City Of New Holstein Ward 4,State Senate,20,98,,Scattering,0
Calumet,City Of New Holstein Ward 5,State Senate,20,90,DEM,Nicholas J. Stamates (Write-In),0
Calumet,City Of New Holstein Ward 5,State Senate,20,90,REP,Duey Stroebel,90
Calumet,City Of New Holstein Ward 5,State Senate,20,90,,Scattering,0
Fond du Lac,Town Of Ashford Wards 1 -3,State Senate,20,316,DEM,Nicholas J. Stamates (Write-In),1
Fond du Lac,Town Of Ashford Wards 1 -3,State Senate,20,316,REP,Duey Stroebel,315
Fond du Lac,Town Of Ashford Wards 1 -3,State Senate,20,316,,Scattering,0
Fond du Lac,Town Of Auburn Wards 1-3,State Senate,20,469,DEM,Nicholas J. Stamates (Write-In),0
Fond du Lac,Town Of Auburn Wards 1-3,State Senate,20,469,REP,Duey Stroebel,469
Fond du Lac,Town Of Auburn Wards 1-3,State Senate,20,469,,Scattering,0
Fond du Lac,Town Of Calumet Ward 2,State Senate,20,173,DEM,Nicholas J. Stamates (Write-In),0
Fond du Lac,Town Of Calumet Ward 2,State Senate,20,173,REP,Duey Stroebel,173
Fond du Lac,Town Of Calumet Ward 2,State Senate,20,173,,Scattering,0
Fond du Lac,Town Of Eden Wards 1-2,State Senate,20,216,DEM,Nicholas J. Stamates (Write-In),0
Fond du Lac,Town Of Eden Wards 1-2,State Senate,20,216,REP,Duey Stroebel,216
Fond du Lac,Town Of Eden Wards 1-2,State Senate,20,216,,Scattering,0
Fond du Lac,Town Of Forest Wards 1-2,State Senate,20,212,DEM,Nicholas J. Stamates (Write-In),0
Fond du Lac,Town Of Forest Wards 1-2,State Senate,20,212,REP,Duey Stroebel,212
Fond du Lac,Town Of Forest Wards 1-2,State Senate,20,212,,Scattering,0
Fond du Lac,Town Of Marshfield Wards 1-2,State Senate,20,144,DEM,Nicholas J. Stamates (Write-In),0
Fond du Lac,Town Of Marshfield Wards 1-2,State Senate,20,144,REP,Duey Stroebel,144
Fond du Lac,Town Of Marshfield Wards 1-2,State Senate,20,144,,Scattering,0
Fond du Lac,Town Of Osceola Wards 1-2,State Senate,20,492,DEM,Nicholas J. Stamates (Write-In),0
Fond du Lac,Town Of Osceola Wards 1-2,State Senate,20,492,REP,Duey Stroebel,492
Fond du Lac,Town Of Osceola Wards 1-2,State Senate,20,492,,Scattering,0
Fond du Lac,Village Of Campbellsport Wards 1-4,State Senate,20,320,DEM,Nicholas J. Stamates (Write-In),0
Fond du Lac,Village Of Campbellsport Wards 1-4,State Senate,20,320,REP,Duey Stroebel,320
Fond du Lac,Village Of Campbellsport Wards 1-4,State Senate,20,320,,Scattering,0
Fond du Lac,Village Of Eden Ward 1,State Senate,20,139,DEM,Nicholas J. Stamates (Write-In),0
Fond du Lac,Village Of Eden Ward 1,State Senate,20,139,REP,Duey Stroebel,139
Fond du Lac,Village Of Eden Ward 1,State Senate,20,139,,Scattering,0
Fond du Lac,Village Of Kewaskum Wd 6,State Senate,20,0,DEM,Nicholas J. Stamates (Write-In),0
Fond du Lac,Village Of Kewaskum Wd 6,State Senate,20,0,REP,Duey Stroebel,0
