county,ward,office,district,total votes,party,candidate,votes
Waukesha,"Town Of Delafield Wards 1, 2, 5 & 6",Assembly,99,156,Rep,Cindi Duchow,140
Waukesha,"Town Of Delafield Wards 1, 2, 5 & 6",Assembly,99,156,Dem,Thomas D. Hibbard (Write-In),0
Waukesha,"Town Of Delafield Wards 1, 2, 5 & 6",Assembly,99,156,Ind,Jan Brakken (Write-In),5
Waukesha,"Town Of Delafield Wards 1, 2, 5 & 6",Assembly,99,156,,Scattering,11
Waukesha,"Town Of Delafield Ward 3, 4",Assembly,99,100,Rep,Cindi Duchow,94
Waukesha,"Town Of Delafield Ward 3, 4",Assembly,99,100,Dem,Thomas D. Hibbard (Write-In),1
Waukesha,"Town Of Delafield Ward 3, 4",Assembly,99,100,Ind,Jan Brakken (Write-In),0
Waukesha,"Town Of Delafield Ward 3, 4",Assembly,99,100,,Scattering,5
Waukesha,Town Of Delafield Wards 7 & 8,Assembly,99,61,Rep,Cindi Duchow,59
Waukesha,Town Of Delafield Wards 7 & 8,Assembly,99,61,Dem,Thomas D. Hibbard (Write-In),0
Waukesha,Town Of Delafield Wards 7 & 8,Assembly,99,61,Ind,Jan Brakken (Write-In),1
Waukesha,Town Of Delafield Wards 7 & 8,Assembly,99,61,,Scattering,1
Waukesha,"Town Of Delafield Wards 9, 10 & 11",Assembly,99,78,Rep,Cindi Duchow,71
Waukesha,"Town Of Delafield Wards 9, 10 & 11",Assembly,99,78,Dem,Thomas D. Hibbard (Write-In),0
Waukesha,"Town Of Delafield Wards 9, 10 & 11",Assembly,99,78,Ind,Jan Brakken (Write-In),0
Waukesha,"Town Of Delafield Wards 9, 10 & 11",Assembly,99,78,,Scattering,7
Waukesha,"Town Of Genesee Wards 1-5, 9 10",Assembly,99,108,Rep,Cindi Duchow,104
Waukesha,"Town Of Genesee Wards 1-5, 9 10",Assembly,99,108,Dem,Thomas D. Hibbard (Write-In),4
Waukesha,"Town Of Genesee Wards 1-5, 9 10",Assembly,99,108,Ind,Jan Brakken (Write-In),0
Waukesha,"Town Of Genesee Wards 1-5, 9 10",Assembly,99,108,,Scattering,0
Waukesha,Town Of Merton Wards 1-11,Assembly,99,173,Rep,Cindi Duchow,161
Waukesha,Town Of Merton Wards 1-11,Assembly,99,173,Dem,Thomas D. Hibbard (Write-In),8
Waukesha,Town Of Merton Wards 1-11,Assembly,99,173,Ind,Jan Brakken (Write-In),1
Waukesha,Town Of Merton Wards 1-11,Assembly,99,173,,Scattering,3
Waukesha,Town Of Oconomowoc Ward 10,Assembly,99,0,Rep,Cindi Duchow,0
Waukesha,Town Of Oconomowoc Ward 10,Assembly,99,0,Dem,Thomas D. Hibbard (Write-In),0
Waukesha,Town Of Oconomowoc Ward 10,Assembly,99,0,Ind,Jan Brakken (Write-In),0
Waukesha,Town Of Oconomowoc Ward 10,Assembly,99,0,,Scattering,0
Waukesha,Town Of Ottawa Wards 1-5,Assembly,99,106,Rep,Cindi Duchow,96
Waukesha,Town Of Ottawa Wards 1-5,Assembly,99,106,Dem,Thomas D. Hibbard (Write-In),10
Waukesha,Town Of Ottawa Wards 1-5,Assembly,99,106,Ind,Jan Brakken (Write-In),0
Waukesha,Town Of Ottawa Wards 1-5,Assembly,99,106,,Scattering,0
Waukesha,Village Of Chenequa Ward 1,Assembly,99,44,Rep,Cindi Duchow,43
Waukesha,Village Of Chenequa Ward 1,Assembly,99,44,Dem,Thomas D. Hibbard (Write-In),0
Waukesha,Village Of Chenequa Ward 1,Assembly,99,44,Ind,Jan Brakken (Write-In),0
Waukesha,Village Of Chenequa Ward 1,Assembly,99,44,,Scattering,1
Waukesha,Village Of Dousman Wards 1-3,Assembly,99,63,Rep,Cindi Duchow,57
Waukesha,Village Of Dousman Wards 1-3,Assembly,99,63,Dem,Thomas D. Hibbard (Write-In),4
Waukesha,Village Of Dousman Wards 1-3,Assembly,99,63,Ind,Jan Brakken (Write-In),1
Waukesha,Village Of Dousman Wards 1-3,Assembly,99,63,,Scattering,1
Waukesha,Village Of Hartland Wards 1-13,Assembly,99,140,Rep,Cindi Duchow,117
Waukesha,Village Of Hartland Wards 1-13,Assembly,99,140,Dem,Thomas D. Hibbard (Write-In),15
Waukesha,Village Of Hartland Wards 1-13,Assembly,99,140,Ind,Jan Brakken (Write-In),1
Waukesha,Village Of Hartland Wards 1-13,Assembly,99,140,,Scattering,7
Waukesha,Village Of Merton Wards 1-4,Assembly,99,63,Rep,Cindi Duchow,59
Waukesha,Village Of Merton Wards 1-4,Assembly,99,63,Dem,Thomas D. Hibbard (Write-In),1
Waukesha,Village Of Merton Wards 1-4,Assembly,99,63,Ind,Jan Brakken (Write-In),0
Waukesha,Village Of Merton Wards 1-4,Assembly,99,63,,Scattering,3
Waukesha,Village Of Nashotah Wards 1 - 3,Assembly,99,28,Rep,Cindi Duchow,21
Waukesha,Village Of Nashotah Wards 1 - 3,Assembly,99,28,Dem,Thomas D. Hibbard (Write-In),2
Waukesha,Village Of Nashotah Wards 1 - 3,Assembly,99,28,Ind,Jan Brakken (Write-In),0
Waukesha,Village Of Nashotah Wards 1 - 3,Assembly,99,28,,Scattering,5
Waukesha,Village Of North Prairie Wards 1-3,Assembly,99,51,Rep,Cindi Duchow,48
Waukesha,Village Of North Prairie Wards 1-3,Assembly,99,51,Dem,Thomas D. Hibbard (Write-In),3
Waukesha,Village Of North Prairie Wards 1-3,Assembly,99,51,Ind,Jan Brakken (Write-In),0
Waukesha,Village Of North Prairie Wards 1-3,Assembly,99,51,,Scattering,0
