county,ward,office,district,total votes,party,candidate,votes
Milwaukee,Village Of Greendale Wards 1-2,Assembly,82,533,DEM,John R. Hermes,180
Milwaukee,Village Of Greendale Wards 1-2,Assembly,82,533,REP,Ken Skowronski,351
Milwaukee,Village Of Greendale Wards 1-2,Assembly,82,533,,Scattering,2
Milwaukee,Village Of Greendale Wards 3-4,Assembly,82,457,DEM,John R. Hermes,219
Milwaukee,Village Of Greendale Wards 3-4,Assembly,82,457,REP,Ken Skowronski,237
Milwaukee,Village Of Greendale Wards 3-4,Assembly,82,457,,Scattering,1
Milwaukee,Village Of Greendale Wards 5-6,Assembly,82,461,DEM,John R. Hermes,192
Milwaukee,Village Of Greendale Wards 5-6,Assembly,82,461,REP,Ken Skowronski,269
Milwaukee,Village Of Greendale Wards 5-6,Assembly,82,461,,Scattering,0
Milwaukee,Village Of Greendale Wards 7-8,Assembly,82,472,DEM,John R. Hermes,224
Milwaukee,Village Of Greendale Wards 7-8,Assembly,82,472,REP,Ken Skowronski,248
Milwaukee,Village Of Greendale Wards 7-8,Assembly,82,472,,Scattering,0
Milwaukee,Village Of Greendale Wards 9-10,Assembly,82,478,DEM,John R. Hermes,211
Milwaukee,Village Of Greendale Wards 9-10,Assembly,82,478,REP,Ken Skowronski,267
Milwaukee,Village Of Greendale Wards 9-10,Assembly,82,478,,Scattering,0
Milwaukee,City Of Franklin Ward 1,Assembly,82,0,DEM,John R. Hermes,0
Milwaukee,City Of Franklin Ward 1,Assembly,82,0,REP,Ken Skowronski,0
Milwaukee,City Of Franklin Ward 1,Assembly,82,0,,Scattering,0
Milwaukee,City Of Franklin Ward 2,Assembly,82,211,DEM,John R. Hermes,60
Milwaukee,City Of Franklin Ward 2,Assembly,82,211,REP,Ken Skowronski,151
Milwaukee,City Of Franklin Ward 2,Assembly,82,211,,Scattering,0
Milwaukee,City Of Franklin Ward 3,Assembly,82,266,DEM,John R. Hermes,89
Milwaukee,City Of Franklin Ward 3,Assembly,82,266,REP,Ken Skowronski,177
Milwaukee,City Of Franklin Ward 3,Assembly,82,266,,Scattering,0
Milwaukee,City Of Franklin Ward 4,Assembly,82,134,DEM,John R. Hermes,30
Milwaukee,City Of Franklin Ward 4,Assembly,82,134,REP,Ken Skowronski,104
Milwaukee,City Of Franklin Ward 4,Assembly,82,134,,Scattering,0
Milwaukee,City Of Franklin Ward 5,Assembly,82,129,DEM,John R. Hermes,40
Milwaukee,City Of Franklin Ward 5,Assembly,82,129,REP,Ken Skowronski,89
Milwaukee,City Of Franklin Ward 5,Assembly,82,129,,Scattering,0
Milwaukee,City Of Franklin Ward 6,Assembly,82,195,DEM,John R. Hermes,54
Milwaukee,City Of Franklin Ward 6,Assembly,82,195,REP,Ken Skowronski,141
Milwaukee,City Of Franklin Ward 6,Assembly,82,195,,Scattering,0
Milwaukee,City Of Franklin Ward 7,Assembly,82,318,DEM,John R. Hermes,97
