county,ward,office,district,total votes,party,candidate,votes
Burnett,Town Of Anderson Ward 1,State Senate,10,29,REP,Shannon Zimmerman,13
Burnett,Town Of Anderson Ward 1,State Senate,10,29,REP,Adam Jarchow,16
Burnett,Town Of Anderson Ward 1,State Senate,10,29,REP,Scattering,0
Burnett,Town Of Daniels Ward 1,State Senate,10,41,REP,Shannon Zimmerman,11
Burnett,Town Of Daniels Ward 1,State Senate,10,41,REP,Adam Jarchow,30
Burnett,Town Of Daniels Ward 1,State Senate,10,41,REP,Scattering,0
Burnett,Town Of Grantsburg Wards 1-3,State Senate,10,56,REP,Shannon Zimmerman,12
Burnett,Town Of Grantsburg Wards 1-3,State Senate,10,56,REP,Adam Jarchow,44
Burnett,Town Of Grantsburg Wards 1-3,State Senate,10,56,REP,Scattering,0
Burnett,Town Of Lincoln Ward 1,State Senate,10,15,REP,Shannon Zimmerman,9
Burnett,Town Of Lincoln Ward 1,State Senate,10,15,REP,Adam Jarchow,6
Burnett,Town Of Lincoln Ward 1,State Senate,10,15,REP,Scattering,0
Burnett,Town Of Meenon Wards 1-3,State Senate,10,45,REP,Shannon Zimmerman,12
Burnett,Town Of Meenon Wards 1-3,State Senate,10,45,REP,Adam Jarchow,33
Burnett,Town Of Meenon Wards 1-3,State Senate,10,45,REP,Scattering,0
Burnett,Town Of Siren Wards 1-2,State Senate,10,54,REP,Shannon Zimmerman,20
Burnett,Town Of Siren Wards 1-2,State Senate,10,54,REP,Adam Jarchow,34
Burnett,Town Of Siren Wards 1-2,State Senate,10,54,REP,Scattering,0
Burnett,Town Of Trade Lake Wards 1-2,State Senate,10,61,REP,Shannon Zimmerman,12
Burnett,Town Of Trade Lake Wards 1-2,State Senate,10,61,REP,Adam Jarchow,49
Burnett,Town Of Trade Lake Wards 1-2,State Senate,10,61,REP,Scattering,0
Burnett,Town Of West Marshland Wards 1-2,State Senate,10,18,REP,Shannon Zimmerman,2
Burnett,Town Of West Marshland Wards 1-2,State Senate,10,18,REP,Adam Jarchow,16
Burnett,Town Of West Marshland Wards 1-2,State Senate,10,18,REP,Scattering,0
Burnett,Town Of Wood River Wards 1-3,State Senate,10,83,REP,Shannon Zimmerman,18
Burnett,Town Of Wood River Wards 1-3,State Senate,10,83,REP,Adam Jarchow,65
Burnett,Town Of Wood River Wards 1-3,State Senate,10,83,REP,Scattering,0
Burnett,Village Of Grantsburg Wards 1-3,State Senate,10,65,REP,Shannon Zimmerman,26
Burnett,Village Of Grantsburg Wards 1-3,State Senate,10,65,REP,Adam Jarchow,39
Burnett,Village Of Grantsburg Wards 1-3,State Senate,10,65,REP,Scattering,0
Burnett,Village Of Siren Wards 1-2,State Senate,10,44,REP,Shannon Zimmerman,15
Burnett,Village Of Siren Wards 1-2,State Senate,10,44,REP,Adam Jarchow,29
Burnett,Village Of Siren Wards 1-2,State Senate,10,44,REP,Scattering,0
Burnett,Village Of Webster Wards 1-2,State Senate,10,22,REP,Shannon Zimmerman,7
Burnett,Village Of Webster Wards 1-2,State Senate,10,22,REP,Adam Jarchow,15
Burnett,Village Of Webster Wards 1-2,State Senate,10,22,REP,Scattering,0
Dunn,Town Of Lucas Ward 1,State Senate,10,25,REP,Shannon Zimmerman,13
Dunn,Town Of Lucas Ward 1,State Senate,10,25,REP,Adam Jarchow,12
Dunn,Town Of Lucas Ward 1,State Senate,10,25,REP,Scattering,0
Dunn,Town Of Menomonie Wards 1-3,State Senate,10,110,REP,Shannon Zimmerman,70
Dunn,Town Of Menomonie Wards 1-3,State Senate,10,110,REP,Adam Jarchow,40
Dunn,Town Of Menomonie Wards 1-3,State Senate,10,110,REP,Scattering,0
Dunn,Town Of Stanton Ward 1,State Senate,10,32,REP,Shannon Zimmerman,15
Dunn,Town Of Stanton Ward 1,State Senate,10,32,REP,Adam Jarchow,17
Dunn,Town Of Stanton Ward 1,State Senate,10,32,REP,Scattering,0
Dunn,Town Of Tiffany Wards 1-2,State Senate,10,30,REP,Shannon Zimmerman,15
Dunn,Town Of Tiffany Wards 1-2,State Senate,10,30,REP,Adam Jarchow,15
Dunn,Town Of Tiffany Wards 1-2,State Senate,10,30,REP,Scattering,0
Dunn,Village Of Boyceville Ward 1,State Senate,10,25,REP,Shannon Zimmerman,12
Dunn,Village Of Boyceville Ward 1,State Senate,10,25,REP,Adam Jarchow,13
Dunn,Village Of Boyceville Ward 1,State Senate,10,25,REP,Scattering,0
Dunn,Village Of Downing Ward 1,State Senate,10,13,REP,Shannon Zimmerman,12
Dunn,Village Of Downing Ward 1,State Senate,10,13,REP,Adam Jarchow,1
Dunn,Village Of Downing Ward 1,State Senate,10,13,REP,Scattering,0
Dunn,Village Of Knapp Ward 1,State Senate,10,31,REP,Shannon Zimmerman,16
Dunn,Village Of Knapp Ward 1,State Senate,10,31,REP,Adam Jarchow,15
Dunn,Village Of Knapp Ward 1,State Senate,10,31,REP,Scattering,0
Dunn,City Of Menomonie Wards 1-2,State Senate,10,73,REP,Shannon Zimmerman,36
Dunn,City Of Menomonie Wards 1-2,State Senate,10,73,REP,Adam Jarchow,37
Dunn,City Of Menomonie Wards 1-2,State Senate,10,73,REP,Scattering,0
Dunn,City Of Menomonie Wards 3-4,State Senate,10,18,REP,Shannon Zimmerman,14
Dunn,City Of Menomonie Wards 3-4,State Senate,10,18,REP,Adam Jarchow,4
Dunn,City Of Menomonie Wards 3-4,State Senate,10,18,REP,Scattering,0
Dunn,"City Of Menomonie Wards 5,7",State Senate,10,3,REP,Shannon Zimmerman,2
Dunn,"City Of Menomonie Wards 5,7",State Senate,10,3,REP,Adam Jarchow,0
Dunn,"City Of Menomonie Wards 5,7",State Senate,10,3,REP,Scattering,1
Dunn,City Of Menomonie Ward 6,State Senate,10,33,REP,Shannon Zimmerman,25
Dunn,City Of Menomonie Ward 6,State Senate,10,33,REP,Adam Jarchow,8
Dunn,City Of Menomonie Ward 6,State Senate,10,33,REP,Scattering,0
Dunn,City Of Menomonie Wards 8-9,State Senate,10,41,REP,Shannon Zimmerman,27
Dunn,City Of Menomonie Wards 8-9,State Senate,10,41,REP,Adam Jarchow,14
Dunn,City Of Menomonie Wards 8-9,State Senate,10,41,REP,Scattering,0
Dunn,City Of Menomonie Wards 10-11,State Senate,10,84,REP,Shannon Zimmerman,52
Dunn,City Of Menomonie Wards 10-11,State Senate,10,84,REP,Adam Jarchow,31
Dunn,City Of Menomonie Wards 10-11,State Senate,10,84,REP,Scattering,1
Pierce,Town Of River Falls Wards 1-3,State Senate,10,121,REP,Shannon Zimmerman,89
Pierce,Town Of River Falls Wards 1-3,State Senate,10,121,REP,Adam Jarchow,32
Pierce,Town Of River Falls Wards 1-3,State Senate,10,121,REP,Scattering,0
Pierce,City Of River Falls Ward 5,State Senate,10,32,REP,Shannon Zimmerman,28
Pierce,City Of River Falls Ward 5,State Senate,10,32,REP,Adam Jarchow,4
Pierce,City Of River Falls Ward 5,State Senate,10,32,REP,Scattering,0
Pierce,City Of River Falls Wards 6-8,State Senate,10,131,REP,Shannon Zimmerman,90
Pierce,City Of River Falls Wards 6-8,State Senate,10,131,REP,Adam Jarchow,41
Pierce,City Of River Falls Wards 6-8,State Senate,10,131,REP,Scattering,0
Pierce,City Of River Falls Wards 9-11,State Senate,10,67,REP,Shannon Zimmerman,48
Pierce,City Of River Falls Wards 9-11,State Senate,10,67,REP,Adam Jarchow,19
Pierce,City Of River Falls Wards 9-11,State Senate,10,67,REP,Scattering,0
Pierce,City Of River Falls Wards 12-14,State Senate,10,85,REP,Shannon Zimmerman,65
Pierce,City Of River Falls Wards 12-14,State Senate,10,85,REP,Adam Jarchow,20
Pierce,City Of River Falls Wards 12-14,State Senate,10,85,REP,Scattering,0
Polk,Town Of Alden Wards 1-4,State Senate,10,155,REP,Shannon Zimmerman,46
Polk,Town Of Alden Wards 1-4,State Senate,10,155,REP,Adam Jarchow,109
Polk,Town Of Alden Wards 1-4,State Senate,10,155,REP,Scattering,0
Polk,Town Of Apple River Wards 1-2,State Senate,10,97,REP,Shannon Zimmerman,7
Polk,Town Of Apple River Wards 1-2,State Senate,10,97,REP,Adam Jarchow,90
Polk,Town Of Apple River Wards 1-2,State Senate,10,97,REP,Scattering,0
Polk,Town Of Balsam Lake Wards 1-2,State Senate,10,89,REP,Shannon Zimmerman,17
Polk,Town Of Balsam Lake Wards 1-2,State Senate,10,89,REP,Adam Jarchow,72
Polk,Town Of Balsam Lake Wards 1-2,State Senate,10,89,REP,Scattering,0
Polk,Town Of Beaver Ward 1,State Senate,10,44,REP,Shannon Zimmerman,7
Polk,Town Of Beaver Ward 1,State Senate,10,44,REP,Adam Jarchow,37
Polk,Town Of Beaver Ward 1,State Senate,10,44,REP,Scattering,0
Polk,Town Of Black Brook Wards 1-2,State Senate,10,78,REP,Shannon Zimmerman,10
Polk,Town Of Black Brook Wards 1-2,State Senate,10,78,REP,Adam Jarchow,68
Polk,Town Of Black Brook Wards 1-2,State Senate,10,78,REP,Scattering,0
Polk,Town Of Bone Lake Ward 1,State Senate,10,48,REP,Shannon Zimmerman,10
Polk,Town Of Bone Lake Ward 1,State Senate,10,48,REP,Adam Jarchow,38
Polk,Town Of Bone Lake Ward 1,State Senate,10,48,REP,Scattering,0
Polk,Town Of Clam Falls Ward 1,State Senate,10,25,REP,Shannon Zimmerman,5
Polk,Town Of Clam Falls Ward 1,State Senate,10,25,REP,Adam Jarchow,20
Polk,Town Of Clam Falls Ward 1,State Senate,10,25,REP,Scattering,0
Polk,Town Of Clayton Ward 1,State Senate,10,54,REP,Shannon Zimmerman,2
Polk,Town Of Clayton Ward 1,State Senate,10,54,REP,Adam Jarchow,52
Polk,Town Of Clayton Ward 1,State Senate,10,54,REP,Scattering,0
Polk,Town Of Eureka Wards 1-2,State Senate,10,70,REP,Shannon Zimmerman,12
Polk,Town Of Eureka Wards 1-2,State Senate,10,70,REP,Adam Jarchow,58
Polk,Town Of Eureka Wards 1-2,State Senate,10,70,REP,Scattering,0
Polk,Town Of Farmington Wards 1-2,State Senate,10,91,REP,Shannon Zimmerman,35
Polk,Town Of Farmington Wards 1-2,State Senate,10,91,REP,Adam Jarchow,56
Polk,Town Of Farmington Wards 1-2,State Senate,10,91,REP,Scattering,0
Polk,Town Of Garfield Ward 1-3,State Senate,10,91,REP,Shannon Zimmerman,20
Polk,Town Of Garfield Ward 1-3,State Senate,10,91,REP,Adam Jarchow,71
Polk,Town Of Garfield Ward 1-3,State Senate,10,91,REP,Scattering,0
Polk,Town Of Georgetown Wards 1-2,State Senate,10,84,REP,Shannon Zimmerman,9
Polk,Town Of Georgetown Wards 1-2,State Senate,10,84,REP,Adam Jarchow,75
Polk,Town Of Georgetown Wards 1-2,State Senate,10,84,REP,Scattering,0
Polk,Town Of Laketown Ward 1,State Senate,10,56,REP,Shannon Zimmerman,12
Polk,Town Of Laketown Ward 1,State Senate,10,56,REP,Adam Jarchow,44
Polk,Town Of Laketown Ward 1,State Senate,10,56,REP,Scattering,0
Polk,Town Of Lincoln Wards 1-4,State Senate,10,175,REP,Shannon Zimmerman,37
Polk,Town Of Lincoln Wards 1-4,State Senate,10,175,REP,Adam Jarchow,138
Polk,Town Of Lincoln Wards 1-4,State Senate,10,175,REP,Scattering,0
Polk,Town Of Lorain Ward 1,State Senate,10,18,REP,Shannon Zimmerman,1
Polk,Town Of Lorain Ward 1,State Senate,10,18,REP,Adam Jarchow,17
Polk,Town Of Lorain Ward 1,State Senate,10,18,REP,Scattering,0
Polk,Town Of Luck Wards 1-2,State Senate,10,43,REP,Shannon Zimmerman,8
Polk,Town Of Luck Wards 1-2,State Senate,10,43,REP,Adam Jarchow,35
Polk,Town Of Luck Wards 1-2,State Senate,10,43,REP,Scattering,0
Polk,Town Of Milltown Wards 1-2,State Senate,10,67,REP,Shannon Zimmerman,15
Polk,Town Of Milltown Wards 1-2,State Senate,10,67,REP,Adam Jarchow,52
Polk,Town Of Milltown Wards 1-2,State Senate,10,67,REP,Scattering,0
Polk,Town Of Osceola Wards 1-5,State Senate,10,127,REP,Shannon Zimmerman,31
Polk,Town Of Osceola Wards 1-5,State Senate,10,127,REP,Adam Jarchow,96
Polk,Town Of Osceola Wards 1-5,State Senate,10,127,REP,Scattering,0
Polk,Town Of St. Croix Falls Wards 1-2,State Senate,10,62,REP,Shannon Zimmerman,13
Polk,Town Of St. Croix Falls Wards 1-2,State Senate,10,62,REP,Adam Jarchow,49
Polk,Town Of St. Croix Falls Wards 1-2,State Senate,10,62,REP,Scattering,0
Polk,Town Of Sterling Ward 1,State Senate,10,29,REP,Shannon Zimmerman,10
Polk,Town Of Sterling Ward 1,State Senate,10,29,REP,Adam Jarchow,19
Polk,Town Of Sterling Ward 1,State Senate,10,29,REP,Scattering,0
Polk,Town Of West Sweden Ward 1,State Senate,10,35,REP,Shannon Zimmerman,12
Polk,Town Of West Sweden Ward 1,State Senate,10,35,REP,Adam Jarchow,23
Polk,Town Of West Sweden Ward 1,State Senate,10,35,REP,Scattering,0
Polk,Village Of Balsam Lake Wards 1-2,State Senate,10,66,REP,Shannon Zimmerman,13
Polk,Village Of Balsam Lake Wards 1-2,State Senate,10,66,REP,Adam Jarchow,53
Polk,Village Of Balsam Lake Wards 1-2,State Senate,10,66,REP,Scattering,0
Polk,Village Of Centuria Ward 1,State Senate,10,18,REP,Shannon Zimmerman,2
Polk,Village Of Centuria Ward 1,State Senate,10,18,REP,Adam Jarchow,16
Polk,Village Of Centuria Ward 1,State Senate,10,18,REP,Scattering,0
Polk,Village Of Clayton Ward 1,State Senate,10,24,REP,Shannon Zimmerman,2
